county,constituency,town,land_use,size_acres,price_per_acre,distance_to_nairobi_km,latitude,longitude,proximity_to_tarmac_km,proximity_to_school_km,proximity_to_hospital_km,plot_grade,has_road_access,has_water,has_electricity,year
Uasin Gishu,Ainabkoi,Pioneer,Commercial,0.125,8902666,310,0.58,35.26,0.7217,0.896,2.2167,C,0,1,1,2025
Uasin Gishu,Ainabkoi,Pioneer,Agricultural,10.0,848066,310,0.58,35.26,0.6786,0.9963,1.9459,C,1,0,1,2025
Uasin Gishu,Ainabkoi,Pioneer,Residential,0.5,4336849,310,0.58,35.26,0.7642,0.9074,2.0803,C,1,0,0,2024
Uasin Gishu,Ainabkoi,Pioneer,Commercial,0.125,8998755,310,0.58,35.26,0.7883,0.8897,2.149,C,1,1,1,2023
Uasin Gishu,Ainabkoi,Eldoret Town,Residential,0.25,7937131,310,0.57,35.27,0.276,0.5968,1.0737,B,1,1,0,2023
Uasin Gishu,Ainabkoi,Eldoret Town,Commercial,0.5,6803832,310,0.57,35.27,0.291,0.4189,1.0643,B,1,0,0,2023
Uasin Gishu,Ainabkoi,Eldoret Town,Agricultural,20.0,1465009,310,0.57,35.27,0.3343,0.5686,0.8181,B,1,1,1,2025
Uasin Gishu,Ainabkoi,Eldoret Town,Residential,1.0,6437441,310,0.57,35.27,0.356,0.5743,0.8749,B,0,1,1,2025
Uasin Gishu,Ainabkoi,Eldoret Town,Commercial,0.25,9671623,310,0.57,35.27,0.2416,0.5312,0.9841,B,1,0,1,2023
Uasin Gishu,Ainabkoi,Eldoret Town,Agricultural,10.0,1934166,310,0.57,35.27,0.3209,0.5381,0.958,B,1,1,1,2025
Uasin Gishu,Ainabkoi,Eldoret Town,Residential,0.5,4193189,310,0.57,35.27,0.2977,0.429,0.8967,B,0,0,1,2024
Uasin Gishu,Ainabkoi,Eldoret Town,Commercial,0.25,9564574,310,0.57,35.27,0.2934,0.497,0.8079,B,1,0,1,2025
Kilifi,Malindi,Malindi,Residential,1.0,3438656,520,-3.61,39.9,0.5426,1.1918,2.2789,C,0,1,1,2023
Kilifi,Malindi,Malindi,Commercial,0.5,7852970,520,-3.61,39.9,0.4464,0.8243,1.6152,C,1,1,1,2025
Kilifi,Malindi,Malindi,Agricultural,20.0,779328,520,-3.61,39.9,0.4694,1.079,1.6166,C,0,1,1,2024
Kilifi,Malindi,Malindi,Residential,0.5,6034456,520,-3.61,39.9,0.5707,1.0861,1.9748,C,1,1,1,2025
Kilifi,Malindi,Malindi,Commercial,0.5,8475651,520,-3.61,39.9,0.5942,0.8648,1.7658,C,1,1,1,2024
Kilifi,Malindi,Malindi,Agricultural,1.0,1422880,520,-3.61,39.9,0.4607,0.8838,1.6376,C,0,0,1,2024
Kilifi,Malindi,Malindi,Residential,0.125,6369513,520,-3.61,39.9,0.4675,0.8456,1.7814,C,0,1,0,2025
Kilifi,Malindi,Malindi,Commercial,0.25,12532905,520,-3.61,39.9,0.5707,1.1495,2.0834,C,1,1,1,2025
Kilifi,Bahari,Mtwapa,Residential,0.125,25558084,520,-3.64,39.91,0.3133,0.5564,1.179,B,1,1,1,2023
Kilifi,Bahari,Mtwapa,Commercial,0.125,22305847,520,-3.64,39.91,0.3314,0.4997,1.1482,B,0,0,0,2025
Kilifi,Bahari,Mtwapa,Agricultural,2.0,4609912,520,-3.64,39.91,0.2694,0.5618,0.9365,B,1,0,1,2024
Kilifi,Bahari,Mtwapa,Residential,2.0,9979231,520,-3.64,39.91,0.3036,0.5574,0.8552,B,0,1,1,2024
Kilifi,Bahari,Mtwapa,Commercial,1.0,23391106,520,-3.64,39.91,0.2575,0.402,1.1225,B,1,1,1,2024
Kilifi,Bahari,Mtwapa,Agricultural,1.0,4212202,520,-3.64,39.91,0.317,0.5805,0.8231,B,1,1,0,2025
Kilifi,Bahari,Mtwapa,Residential,5.0,14785356,520,-3.64,39.91,0.3448,0.5443,0.9255,B,1,1,1,2025
Kilifi,Bahari,Mtwapa,Commercial,0.5,16802999,520,-3.64,39.91,0.3053,0.5577,1.0608,B,0,1,1,2024
Kilifi,Bahari,Watamu,Residential,5.0,2755204,520,-3.6,39.93,1.434,1.6313,3.4559,C,1,1,1,2023
Kilifi,Bahari,Watamu,Commercial,0.5,3372281,520,-3.6,39.93,1.524,1.3552,3.3987,C,1,0,1,2023
Kilifi,Bahari,Watamu,Agricultural,5.0,1152531,520,-3.6,39.93,1.2286,1.5906,2.5497,C,1,0,0,2025
Kilifi,Bahari,Watamu,Residential,0.5,2946228,520,-3.6,39.93,1.7625,1.5993,3.4134,C,0,0,0,2025
Kilifi,Bahari,Watamu,Commercial,0.25,5443917,520,-3.6,39.93,1.3486,1.3967,3.0988,C,0,1,1,2025
Kilifi,Bahari,Watamu,Agricultural,5.0,938430,520,-3.6,39.93,1.3289,1.2468,3.2122,C,0,1,1,2024
Kilifi,Bahari,Watamu,Residential,1.0,2882967,520,-3.6,39.93,1.7586,1.4937,3.5679,C,1,0,0,2024
Kwale,Msambweni,Diani,Residential,0.25,11200788,510,-4.27,39.48,0.2655,0.4947,1.0986,B,0,1,0,2025
Kwale,Msambweni,Diani,Commercial,0.5,14305329,510,-4.27,39.48,0.2541,0.461,0.9498,B,0,1,0,2024
Kwale,Msambweni,Diani,Agricultural,5.0,2625574,510,-4.27,39.48,0.2659,0.5638,0.9955,B,1,0,1,2025
Kwale,Msambweni,Diani,Residential,0.125,10910792,510,-4.27,39.48,0.2853,0.5669,1.1335,B,0,0,1,2024
Kwale,Msambweni,Diani,Commercial,0.25,26101291,510,-4.27,39.48,0.336,0.5329,0.9639,B,1,1,1,2025
Kwale,Msambweni,Diani,Agricultural,2.0,3233408,510,-4.27,39.48,0.2599,0.405,1.052,B,1,0,1,2024
Kwale,Msambweni,Diani,Residential,5.0,8615564,510,-4.27,39.48,0.3549,0.5044,1.1002,B,1,1,0,2025
Kwale,Msambweni,Diani,Commercial,0.125,19019764,510,-4.27,39.48,0.3465,0.4888,1.1228,B,1,0,0,2024
Kwale,Msambweni,Ukunda,Residential,2.0,2612854,510,-4.25,39.47,0.8089,0.9528,1.6728,C,1,1,1,2024
Kwale,Msambweni,Ukunda,Commercial,0.125,5334887,510,-4.25,39.47,0.6589,1.1844,1.7452,C,0,0,1,2025
Kwale,Msambweni,Ukunda,Agricultural,1.0,1422698,510,-4.25,39.47,0.6566,0.8958,2.0776,C,0,0,1,2025
Kwale,Msambweni,Ukunda,Residential,0.25,3695320,510,-4.25,39.47,0.7949,0.963,1.787,C,1,0,0,2024
Kwale,Msambweni,Ukunda,Commercial,0.125,6309301,510,-4.25,39.47,0.7702,0.8336,2.1086,C,1,1,0,2025
Kwale,Msambweni,Ukunda,Agricultural,2.0,1281263,510,-4.25,39.47,0.8176,0.8167,2.2501,C,0,1,0,2025
Kwale,Msambweni,Ukunda,Residential,2.0,2762348,510,-4.25,39.47,0.7616,0.9406,2.1058,C,1,0,1,2025
Laikipia,Laikipia East,Nanyuki,Residential,2.0,1854319,200,0.4,36.75,0.9058,1.09,2.3991,C,0,0,1,2023
Laikipia,Laikipia East,Nanyuki,Commercial,1.0,5993283,200,0.4,36.75,0.8665,0.9092,2.1298,C,1,1,1,2025
Laikipia,Laikipia East,Nanyuki,Agricultural,5.0,1216798,200,0.4,36.75,0.7925,1.1606,2.1382,C,1,1,0,2025
Laikipia,Laikipia East,Nanyuki,Residential,1.0,3127574,200,0.4,36.75,0.8124,1.157,2.2528,C,1,1,1,2025
Laikipia,Laikipia East,Nanyuki,Commercial,1.0,5256860,200,0.4,36.75,0.863,0.8034,1.9702,C,1,1,1,2024
Laikipia,Laikipia East,Nanyuki,Agricultural,2.0,1057813,200,0.4,36.75,0.8363,0.9213,2.1742,C,0,0,0,2024
Laikipia,Laikipia East,Nanyuki,Residential,0.25,5554884,200,0.4,36.75,0.955,1.0554,1.6888,C,1,0,1,2025
Laikipia,Laikipia East,Nanyuki,Commercial,0.5,5766617,200,0.4,36.75,0.6609,0.8513,1.652,C,1,1,1,2025
Laikipia,Laikipia West,Rumuruti,Residential,0.5,697439,200,0.45,36.7,3.5638,3.2133,6.2747,D,1,1,1,2025
Laikipia,Laikipia West,Rumuruti,Commercial,1.0,687314,200,0.45,36.7,2.8883,2.5461,6.0439,D,1,1,1,2024
Laikipia,Laikipia West,Rumuruti,Agricultural,10.0,148027,200,0.45,36.7,2.4062,2.6335,4.9963,D,1,1,0,2024
Laikipia,Laikipia West,Rumuruti,Residential,2.0,620139,200,0.45,36.7,2.7951,2.4754,6.3007,D,1,0,1,2025
Laikipia,Laikipia West,Rumuruti,Commercial,0.125,928108,200,0.45,36.7,2.686,2.809,4.9306,D,1,1,1,2024
Laikipia,Laikipia West,Rumuruti,Agricultural,5.0,224409,200,0.45,36.7,2.5498,3.5694,7.0001,D,0,0,1,2023
Laikipia,Laikipia West,Rumuruti,Residential,1.0,575534,200,0.45,36.7,3.1514,2.4789,6.4262,D,1,0,0,2024
Nyeri,Nyeri Town,Nyeri Town,Residential,2.0,3563443,150,-0.67,37.03,0.5248,0.7851,1.4785,B,1,1,1,2025
Nyeri,Nyeri Town,Nyeri Town,Commercial,1.0,9016058,150,-0.67,37.03,0.4385,0.6729,1.5571,B,1,0,1,2024
Nyeri,Nyeri Town,Nyeri Town,Agricultural,1.0,2434682,150,-0.67,37.03,0.5242,0.6995,1.2826,B,1,1,0,2024
Nyeri,Nyeri Town,Nyeri Town,Residential,0.125,7138106,150,-0.67,37.03,0.5551,0.6872,1.3852,B,1,1,1,2024
Nyeri,Nyeri Town,Nyeri Town,Commercial,0.5,6350451,150,-0.67,37.03,0.5119,0.6575,1.4063,B,1,1,1,2024
Nyeri,Nyeri Town,Nyeri Town,Agricultural,2.0,1564493,150,-0.67,37.03,0.5385,0.9126,1.5397,B,0,0,0,2025
Nyeri,Nyeri Town,Nyeri Town,Residential,0.5,5271763,150,-0.67,37.03,0.4007,0.7114,1.3382,B,1,0,1,2023
Nyeri,Nyeri Town,Nyeri Town,Commercial,0.25,10995520,150,-0.67,37.03,0.598,0.7561,1.2442,B,1,1,1,2024
Nyeri,Mathira,Karatina,Residential,0.125,4396369,150,-0.7,37.01,0.8796,0.9136,1.7752,C,0,1,1,2024
Nyeri,Mathira,Karatina,Commercial,0.5,3271782,150,-0.7,37.01,0.8084,1.071,1.9031,C,1,1,0,2025
Nyeri,Mathira,Karatina,Agricultural,1.0,1150765,150,-0.7,37.01,1.1196,1.0493,1.947,C,0,1,1,2024
Nyeri,Mathira,Karatina,Residential,5.0,1467155,150,-0.7,37.01,1.0398,1.1908,1.7956,C,0,1,1,2024
Nyeri,Mathira,Karatina,Commercial,0.125,4540792,150,-0.7,37.01,0.912,0.8506,2.0066,C,1,1,0,2024
Nyeri,Mathira,Karatina,Agricultural,20.0,714965,150,-0.7,37.01,1.1005,1.058,2.0073,C,0,0,1,2023
Nyeri,Mathira,Karatina,Residential,1.0,2701673,150,-0.7,37.01,1.0325,1.0552,2.2325,C,0,1,1,2025
Murang_a,Murang_a Town,Murang_a Town,Residential,5.0,1721885,80,-1.12,37.27,0.8228,1.1742,1.8993,C,0,0,1,2024
Murang_a,Murang_a Town,Murang_a Town,Commercial,0.125,5430796,80,-1.12,37.27,0.7764,0.987,1.9272,C,0,1,1,2024
Murang_a,Murang_a Town,Murang_a Town,Agricultural,10.0,654184,80,-1.12,37.27,0.9096,1.0051,2.1149,C,1,0,0,2024
Murang_a,Murang_a Town,Murang_a Town,Residential,0.5,2457588,80,-1.12,37.27,0.7369,1.1262,2.1468,C,0,0,0,2024
Murang_a,Murang_a Town,Murang_a Town,Commercial,0.5,4362364,80,-1.12,37.27,0.8864,0.9127,1.8773,C,1,0,1,2025
Murang_a,Murang_a Town,Murang_a Town,Agricultural,10.0,1113748,80,-1.12,37.27,0.9169,0.891,2.1787,C,1,1,0,2025
Murang_a,Murang_a Town,Murang_a Town,Residential,0.25,5327368,80,-1.12,37.27,0.7402,0.8751,2.2161,C,1,1,1,2024
Murang_a,Murang_a Town,Murang_a Town,Commercial,1.0,4225107,80,-1.12,37.27,0.6431,1.1242,2.2674,C,1,1,1,2023
Murang_a,Kandara,Kenol,Residential,0.5,2399139,80,-1.07,37.25,1.5405,1.2193,2.567,C,1,1,1,2024
Murang_a,Kandara,Kenol,Commercial,0.5,2962245,80,-1.07,37.25,1.2382,1.4319,2.9697,C,1,1,1,2024
Murang_a,Kandara,Kenol,Agricultural,5.0,887291,80,-1.07,37.25,1.6134,1.4932,2.624,C,1,1,0,2025
Murang_a,Kandara,Kenol,Residential,0.125,3206199,80,-1.07,37.25,1.2066,1.3961,3.4918,C,1,0,0,2024
Murang_a,Kandara,Kenol,Commercial,1.0,2025801,80,-1.07,37.25,1.278,1.3234,2.9186,C,0,1,1,2025
Murang_a,Kandara,Kenol,Agricultural,10.0,523654,80,-1.07,37.25,1.7947,1.4674,3.3895,C,1,0,0,2024
Murang_a,Kandara,Kenol,Residential,2.0,2234166,80,-1.07,37.25,1.3727,1.7286,2.9476,C,1,1,1,2025
Baringo,Baringo Central,Kabarnet,Residential,5.0,697657,290,0.59,36.02,2.0942,1.9457,3.8155,D,1,0,1,2024
Baringo,Baringo Central,Kabarnet,Commercial,0.25,1206123,290,0.59,36.02,2.0302,2.1333,3.3068,D,0,1,0,2023
Baringo,Baringo Central,Kabarnet,Agricultural,2.0,372817,290,0.59,36.02,2.2236,1.9281,3.4637,D,1,1,0,2025
Baringo,Baringo Central,Kabarnet,Residential,0.25,1127130,290,0.59,36.02,2.2846,1.9173,3.2172,D,1,0,1,2024
Baringo,Baringo Central,Kabarnet,Commercial,0.125,1155972,290,0.59,36.02,2.1709,1.9502,3.9533,D,0,1,1,2023
Baringo,Baringo Central,Kabarnet,Agricultural,5.0,276664,290,0.59,36.02,1.6621,2.2109,4.2838,D,0,0,0,2025
Baringo,Baringo Central,Kabarnet,Residential,0.25,940171,290,0.59,36.02,2.1078,2.0183,4.2601,D,0,1,1,2024
Elgeyo Marakwet,Keiyo North,Iten,Residential,5.0,914244,340,0.62,35.45,1.7573,1.4248,2.6862,C,1,0,0,2025
Elgeyo Marakwet,Keiyo North,Iten,Commercial,0.125,1696071,340,0.62,35.45,1.258,1.7012,3.1969,C,0,0,1,2023
Elgeyo Marakwet,Keiyo North,Iten,Agricultural,2.0,661290,340,0.62,35.45,1.437,1.4567,2.6789,C,1,1,1,2025
Elgeyo Marakwet,Keiyo North,Iten,Residential,0.125,1618635,340,0.62,35.45,1.6891,1.59,2.8428,C,0,1,1,2024
Elgeyo Marakwet,Keiyo North,Iten,Commercial,0.125,3633574,340,0.62,35.45,1.7533,1.5415,2.7023,C,1,1,1,2025
Elgeyo Marakwet,Keiyo North,Iten,Agricultural,1.0,1133575,340,0.62,35.45,1.5812,1.7304,2.7816,C,1,1,1,2025
Elgeyo Marakwet,Keiyo North,Iten,Residential,5.0,1111776,340,0.62,35.45,1.5525,1.793,2.6791,C,1,1,1,2025
Nandi,Aldai,Kapsabet,Residential,2.0,1118905,330,0.28,35.1,1.4992,1.3212,2.8509,C,0,0,1,2023
Nandi,Aldai,Kapsabet,Commercial,0.125,3332062,330,0.28,35.1,1.6722,1.2238,3.3501,C,1,1,1,2023
Nandi,Aldai,Kapsabet,Agricultural,10.0,472446,330,0.28,35.1,1.744,1.599,2.698,C,0,0,1,2024
Nandi,Aldai,Kapsabet,Residential,5.0,1251605,330,0.28,35.1,1.495,1.7722,2.4625,C,0,1,1,2025
Nandi,Aldai,Kapsabet,Commercial,0.25,3366861,330,0.28,35.1,1.4557,1.4802,2.597,C,0,0,1,2024
Nandi,Aldai,Kapsabet,Agricultural,2.0,592929,330,0.28,35.1,1.6688,1.248,3.5671,C,0,0,0,2025
Nandi,Aldai,Kapsabet,Residential,1.0,1739431,330,0.28,35.1,1.4892,1.6572,2.9129,C,1,1,1,2023
Trans Nzoia,Kwanza,Kitale,Residential,0.125,4392556,370,1.17,34.9,0.7852,0.9501,2.0848,C,1,1,0,2024
Trans Nzoia,Kwanza,Kitale,Commercial,0.125,4323882,370,1.17,34.9,0.7598,0.9618,1.9327,C,1,0,1,2025
Trans Nzoia,Kwanza,Kitale,Agricultural,10.0,941570,370,1.17,34.9,0.9349,0.9539,2.0525,C,1,1,1,2024
Trans Nzoia,Kwanza,Kitale,Residential,0.25,4525941,370,1.17,34.9,0.7578,0.8231,1.9083,C,1,1,1,2025
Trans Nzoia,Kwanza,Kitale,Commercial,1.0,4007502,370,1.17,34.9,0.8465,0.9045,1.9644,C,0,0,1,2025
Trans Nzoia,Kwanza,Kitale,Agricultural,2.0,895920,370,1.17,34.9,0.9334,0.9591,2.0689,C,1,1,1,2025
Trans Nzoia,Kwanza,Kitale,Residential,0.125,3360267,370,1.17,34.9,0.8507,0.9531,1.8464,C,0,1,1,2024
Trans Nzoia,Kwanza,Kitale,Commercial,1.0,4496859,370,1.17,34.9,0.7261,0.8838,2.1986,C,1,1,0,2025
Bungoma,Bungoma Town,Bungoma Town,Residential,5.0,1384963,400,0.69,34.46,0.8494,1.0932,1.7365,C,1,1,0,2025
Bungoma,Bungoma Town,Bungoma Town,Commercial,0.5,2136851,400,0.69,34.46,0.7043,1.1,2.2473,C,0,1,1,2025
Bungoma,Bungoma Town,Bungoma Town,Agricultural,2.0,934100,400,0.69,34.46,0.7338,0.9511,1.8214,C,1,1,1,2025
Bungoma,Bungoma Town,Bungoma Town,Residential,0.5,1459838,400,0.69,34.46,0.8529,1.1157,1.6335,C,0,1,1,2024
Bungoma,Bungoma Town,Bungoma Town,Commercial,0.25,4587253,400,0.69,34.46,0.7478,0.9718,1.8966,C,0,1,1,2025
Bungoma,Bungoma Town,Bungoma Town,Agricultural,5.0,1010762,400,0.69,34.46,0.7457,0.8401,1.9655,C,1,1,1,2023
Bungoma,Bungoma Town,Bungoma Town,Residential,5.0,1527190,400,0.69,34.46,0.8805,0.8994,1.9615,C,1,1,0,2025
Kakamega,Kakamega Town,Kakamega Town,Residential,5.0,2321969,380,0.33,34.67,0.6453,0.9441,1.6366,C,1,1,0,2025
Kakamega,Kakamega Town,Kakamega Town,Commercial,0.5,3386439,380,0.33,34.67,0.9413,0.9904,2.1267,C,0,1,1,2024
Kakamega,Kakamega Town,Kakamega Town,Agricultural,1.0,1033936,380,0.33,34.67,0.8015,0.8511,2.2375,C,0,0,0,2025
Kakamega,Kakamega Town,Kakamega Town,Residential,0.5,3364239,380,0.33,34.67,0.813,0.8973,1.7363,C,1,1,1,2025
Kakamega,Kakamega Town,Kakamega Town,Commercial,0.125,3300914,380,0.33,34.67,0.8701,1.0664,2.3612,C,1,0,1,2024
Kakamega,Kakamega Town,Kakamega Town,Agricultural,1.0,1442762,380,0.33,34.67,0.8243,1.1695,1.6517,C,1,1,1,2024
Kakamega,Kakamega Town,Kakamega Town,Residential,0.5,2703768,380,0.33,34.67,0.8987,0.8894,1.6926,C,1,1,1,2025
Busia,Busia Town,Busia Town,Residential,0.125,2338158,440,0.56,33.96,1.388,1.4281,3.2843,C,1,1,0,2025
Busia,Busia Town,Busia Town,Commercial,0.5,1815976,440,0.56,33.96,1.6779,1.5119,3.1219,C,1,1,1,2024
Busia,Busia Town,Busia Town,Agricultural,2.0,685212,440,0.56,33.96,1.608,1.2885,2.7401,C,0,1,1,2024
Busia,Busia Town,Busia Town,Residential,5.0,1363272,440,0.56,33.96,1.7981,1.6239,2.9739,C,1,1,1,2025
Busia,Busia Town,Busia Town,Commercial,0.25,2823378,440,0.56,33.96,1.6396,1.6863,3.2405,C,1,0,1,2025
Busia,Busia Town,Busia Town,Agricultural,1.0,1233724,440,0.56,33.96,1.2955,1.2129,2.8707,C,1,1,1,2025
Busia,Busia Town,Busia Town,Residential,1.0,1929453,440,0.56,33.96,1.3171,1.7138,2.8725,C,1,1,1,2024
Siaya,Siaya Town,Siaya Town,Residential,0.25,1383985,370,-0.08,34.22,2.0617,1.9535,3.9719,D,1,1,0,2024
Siaya,Siaya Town,Siaya Town,Commercial,0.25,1317445,370,-0.08,34.22,2.2284,2.2867,3.8025,D,1,0,1,2025
Siaya,Siaya Town,Siaya Town,Agricultural,10.0,258203,370,-0.08,34.22,2.0123,1.8708,3.8941,D,0,0,1,2025
Siaya,Siaya Town,Siaya Town,Residential,0.25,1280522,370,-0.08,34.22,2.1222,1.9003,4.3069,D,1,0,0,2025
Siaya,Siaya Town,Siaya Town,Commercial,0.125,1691246,370,-0.08,34.22,1.6661,1.9914,4.2701,D,1,1,0,2024
Siaya,Siaya Town,Siaya Town,Agricultural,20.0,256914,370,-0.08,34.22,1.9072,2.4,4.3244,D,1,1,1,2023
Siaya,Siaya Town,Siaya Town,Residential,0.5,907859,370,-0.08,34.22,1.6158,2.0448,4.0583,D,0,0,1,2024
Homa Bay,Homa Bay Town,Homa Bay Town,Residential,2.0,1445670,380,-0.77,34.41,1.7794,1.7386,2.6168,C,1,1,1,2023
Homa Bay,Homa Bay Town,Homa Bay Town,Commercial,0.25,2315456,380,-0.77,34.41,1.3541,1.6518,2.5015,C,1,0,0,2025
Homa Bay,Homa Bay Town,Homa Bay Town,Agricultural,1.0,993673,380,-0.77,34.41,1.7677,1.5117,3.3394,C,1,1,1,2023
Homa Bay,Homa Bay Town,Homa Bay Town,Residential,5.0,1493400,380,-0.77,34.41,1.5064,1.6128,3.1951,C,0,1,1,2025
Homa Bay,Homa Bay Town,Homa Bay Town,Commercial,0.125,2854114,380,-0.77,34.41,1.4154,1.2771,3.1468,C,0,0,1,2025
Homa Bay,Homa Bay Town,Homa Bay Town,Agricultural,1.0,736980,380,-0.77,34.41,1.7641,1.2859,2.6445,C,0,1,0,2025
Homa Bay,Homa Bay Town,Homa Bay Town,Residential,5.0,1361741,380,-0.77,34.41,1.563,1.4518,2.5842,C,1,1,0,2025
Migori,Migori Town,Migori Town,Residential,1.0,808691,400,-1.41,34.42,1.8635,1.6712,4.6548,D,1,0,0,2025
Migori,Migori Town,Migori Town,Commercial,0.5,1019274,400,-1.41,34.42,2.2262,1.6988,4.0424,D,1,0,0,2024
Migori,Migori Town,Migori Town,Agricultural,5.0,436430,400,-1.41,34.42,1.6793,1.6384,3.7088,D,1,0,1,2024
Migori,Migori Town,Migori Town,Residential,1.0,928171,400,-1.41,34.42,2.0738,1.8072,4.2987,D,1,1,1,2025
Migori,Migori Town,Migori Town,Commercial,0.25,1652004,400,-1.41,34.42,2.222,2.1426,3.8692,D,0,1,0,2025
Migori,Migori Town,Migori Town,Agricultural,10.0,227511,400,-1.41,34.42,2.3051,2.2512,3.6883,D,1,1,1,2024
Migori,Migori Town,Migori Town,Residential,0.125,1175272,400,-1.41,34.42,1.7321,1.6459,4.3895,D,1,0,0,2025
Kisii,Kisii Town,Kisii Town,Residential,2.0,2609094,320,-1.03,34.78,0.7993,1.074,2.1414,C,1,0,1,2025
Kisii,Kisii Town,Kisii Town,Commercial,0.125,6611047,320,-1.03,34.78,0.7182,1.0956,2.3607,C,1,1,1,2025
Kisii,Kisii Town,Kisii Town,Agricultural,20.0,807880,320,-1.03,34.78,0.6959,0.9468,1.7067,C,0,1,0,2025
Kisii,Kisii Town,Kisii Town,Residential,0.5,2723723,320,-1.03,34.78,0.8125,1.1066,1.6943,C,1,0,1,2025
Kisii,Kisii Town,Kisii Town,Commercial,0.5,3406035,320,-1.03,34.78,0.9469,1.0062,2.3147,C,0,0,1,2025
Kisii,Kisii Town,Kisii Town,Agricultural,10.0,704208,320,-1.03,34.78,0.7519,1.089,1.9217,C,1,0,0,2024
Kisii,Kisii Town,Kisii Town,Residential,0.125,2697643,320,-1.03,34.78,0.6898,1.0627,1.7809,C,1,0,1,2023
Kisii,Kisii Town,Kisii Town,Commercial,1.0,3829707,320,-1.03,34.78,0.7806,0.8559,2.1977,C,1,1,1,2025
Nyamira,Nyamira Town,Nyamira Town,Residential,0.125,1778351,330,-0.78,34.95,1.7406,1.2962,2.6388,C,1,0,0,2024
Nyamira,Nyamira Town,Nyamira Town,Commercial,1.0,2549927,330,-0.78,34.95,1.6507,1.6682,2.8799,C,1,0,1,2025
Nyamira,Nyamira Town,Nyamira Town,Agricultural,10.0,375273,330,-0.78,34.95,1.2312,1.6979,2.9156,C,1,1,0,2023
Nyamira,Nyamira Town,Nyamira Town,Residential,2.0,1631607,330,-0.78,34.95,1.5067,1.3497,3.3201,C,1,0,1,2024
Nyamira,Nyamira Town,Nyamira Town,Commercial,0.5,2514864,330,-0.78,34.95,1.5014,1.3087,3.5911,C,0,1,0,2025
Nyamira,Nyamira Town,Nyamira Town,Agricultural,20.0,447874,330,-0.78,34.95,1.2106,1.3198,3.4372,C,0,0,1,2024
Nyamira,Nyamira Town,Nyamira Town,Residential,1.0,1591450,330,-0.78,34.95,1.5863,1.3826,2.7231,C,1,1,0,2024
Kericho,Kericho Town,Kericho Town,Residential,0.5,2153431,280,-0.52,35.32,0.7429,0.9141,1.8241,C,1,0,1,2023
Kericho,Kericho Town,Kericho Town,Commercial,0.125,3469508,280,-0.52,35.32,0.8865,0.8521,1.8885,C,0,1,1,2025
Kericho,Kericho Town,Kericho Town,Agricultural,5.0,851890,280,-0.52,35.32,0.674,1.0518,2.0815,C,1,1,0,2025
Kericho,Kericho Town,Kericho Town,Residential,0.125,3491480,280,-0.52,35.32,0.8149,0.9372,2.1803,C,1,1,0,2025
Kericho,Kericho Town,Kericho Town,Commercial,0.25,4215995,280,-0.52,35.32,0.9107,1.0241,1.8779,C,0,0,1,2025
Kericho,Kericho Town,Kericho Town,Agricultural,5.0,850691,280,-0.52,35.32,0.647,1.0397,2.1574,C,1,1,0,2025
Kericho,Kericho Town,Kericho Town,Residential,0.25,2713273,280,-0.52,35.32,0.8104,1.0054,1.66,C,1,0,1,2025
Bomet,Bomet Town,Bomet Town,Residential,1.0,1283080,260,-1.03,35.4,1.3307,1.618,3.455,D,1,1,1,2024
Bomet,Bomet Town,Bomet Town,Commercial,1.0,1296055,260,-1.03,35.4,1.3344,1.5201,2.7502,D,1,0,1,2024
Bomet,Bomet Town,Bomet Town,Agricultural,2.0,502392,260,-1.03,35.4,1.326,1.2697,3.1784,D,0,0,1,2025
Bomet,Bomet Town,Bomet Town,Residential,5.0,1019647,260,-1.03,35.4,1.5669,1.3948,2.4687,D,1,0,1,2025
Bomet,Bomet Town,Bomet Town,Commercial,0.125,2488124,260,-1.03,35.4,1.6669,1.6683,2.5277,D,0,1,0,2025
Bomet,Bomet Town,Bomet Town,Agricultural,10.0,373277,260,-1.03,35.4,1.3224,1.5779,3.4299,D,0,1,1,2024
Bomet,Bomet Town,Bomet Town,Residential,1.0,1100966,260,-1.03,35.4,1.311,1.7174,2.6266,D,0,1,1,2023
Narok,Narok Town,Narok Town,Residential,1.0,2795457,150,-1.63,35.97,1.3127,1.2861,2.9117,C,0,0,1,2025
Narok,Narok Town,Narok Town,Commercial,1.0,3878210,150,-1.63,35.97,1.4267,1.2124,3.3919,C,1,0,1,2025
Narok,Narok Town,Narok Town,Agricultural,1.0,1015487,150,-1.63,35.97,1.675,1.5254,3.3819,C,1,0,1,2025
Narok,Narok Town,Narok Town,Residential,5.0,1591333,150,-1.63,35.97,1.3463,1.5261,2.7209,C,0,1,1,2024
Narok,Narok Town,Narok Town,Commercial,0.125,3343385,150,-1.63,35.97,1.3346,1.336,2.8625,C,0,1,0,2024
Narok,Narok Town,Narok Town,Agricultural,5.0,1023884,150,-1.63,35.97,1.3017,1.2661,2.5221,C,0,1,1,2025
Narok,Narok Town,Narok Town,Residential,0.5,2636793,150,-1.63,35.97,1.3068,1.5183,3.1195,C,1,0,1,2025
Narok,Narok Town,Narok Town,Commercial,1.0,2265118,150,-1.63,35.97,1.597,1.7597,3.3729,C,1,0,1,2023
